File,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
wikipedia,2018-02-17,18876034,16958244,16615275,17083136,17111773,16372067,16278828,16134480,16641413,17774833,18843599,19931213,20649951,22298359,23890739,25582150,26099145,26207727,25899675,25583328,26011380,26130631,25391743,23305406
wikipedia,2018-02-18,20656321,18721412,17842039,17879058,17914450,17190691,17000214,16966673,18048987,19455406,21073670,22153810,22974039,24780740,26949551,28215198,29085448,29506484,29189233,29007779,29590969,29504553,28260226,25242442
wikipedia,2018-02-19,21695753,19939910,19724317,20108632,20227395,19398925,18938393,18913725,19759004,20832060,21996631,22846887,23981811,25645085,27849225,29451186,29534792,29248380,28804863,28244683,28867512,28725153,27237447,24425655
wikipedia,2018-02-20,21092548,19891903,19756835,19802070,19997041,18911732,18006674,18201055,19420546,20545638,21417312,22223208,23263936,25041426,27543813,29220815,29144872,28611635,28070655,27555324,27985846,27982578,26557448,23324328
wikipedia,2018-02-21,19820784,18610099,18863234,19179453,19295700,18186150,17757205,18295122,19368775,20432959,21314243,21976486,23085518,25337625,27546897,29393502,29210051,28548497,27844427,27317948,27945794,28677450,26505584,23038722
wikipedia,2018-02-22,19952185,18896171,18860417,19166177,18912130,17999847,17458149,17968359,19396586,20314418,21126476,21753283,22491915,24523662,26689059,28066678,28134670,27591577,26866463,26618275,26814089,27124153,25586798,22577826
wikipedia,2018-02-23,19416225,18352066,18131893,18568011,18657182,17129448,16953983,17326134,18282948,19408516,20405966,20960862,21577830,23422709,25198068,26844642,26923296,26261285,25396570,24975654,25317129,25182606,24553506,21919166
wikipedia,2018-02-24,18904158,17067943,16804957,16708121,16629555,16179179,15953085,16269704,17165552,18077431,19148738,19818986,20620485,21931493,23932078,25400697,26028396,26232588,25982845,25616837,26175579,25966762,25591332,23738363
wikipedia,2018-02-25,20671347,18888787,18367808,18556422,18636230,18197676,18024729,17885095,19514406,20697443,22309492,23201123,24295057,26049485,27612575,28702649,29564772,30111547,30060543,29842459,30401941,29903916,28163502,25079352
wikipedia,2018-02-26,21586176,20093668,20717697,21110141,20732944,19430152,18683423,18954413,19968817,20952245,22234716,22956434,24051688,26007061,28542685,29958489,29816411,29536986,29126598,28856450,29487866,29221113,27221612,23801955
wikipedia,2018-02-27,20400877,19042935,19346670,19616531,19555186,18085370,17770648,18161077,19522585,20600107,21927954,22652654,23408953,25173468,27645460,29088565,29004519,28800723,28094312,27662058,27609989,27626748,26534964,23114751
wikipedia,2018-02-28,19673382,18498182,18573563,18988740,18796234,17842401,17452796,17885750,18918426,19895851,21351193,22002168,22860679,24783318,27187598,28626085,28592559,28152282,27244975,26682218,26883213,26799995,25670007,22393023
wikipedia,2018-03-01,19276319,18250978,18438951,18646470,18605162,17709382,17232282,17578083,18620666,19792034,20833889,21573953,22411614,23970363,26011914,27713488,27811682,27409756,26673700,26271298,26494277,26301942,25151600,22239028
wikipedia,2018-03-02,19210154,18005720,17629977,18087477,17878501,16696328,16149237,16923828,17988955,19085181,20476303,20858180,21543069,23121540,24878337,26410597,26501431,25868010,25130853,24557629,24809272,25206881,24327485,21874117
wikipedia,2018-03-03,18676907,17201339,16459218,16709900,16952675,16383815,16007046,16264450,16971290,17868454,19200594,20036778,20780478,22689989,24308842,25680852,26620663,26798190,26346128,25944629,25729988,26040134,25348683,23244762
wikipedia,2018-03-04,20380926,18688674,17862441,18095788,18232502,17778372,17401460,17406158,18164859,19420596,21118804,22165126,23637035,24959066,26857252,28618095,29071463,29224375,29081819,28988221,29578708,29402804,27848831,24917943
wikipedia,2018-03-05,21735619,20899061,21733165,22125667,22060714,23035957,19689352,19609614,20470125,21421609,22573293,23065761,24011629,26359008,28256834,29568249,29510232,28954036,28449561,28113703,28355288,28138837,26529624,23702589
wikipedia,2018-03-06,20473286,19334257,19203487,19384575,18985382,17911737,17646882,18204425,19440999,20337524,21432361,22146778,23298445,25418501,27234302,28689635,28737783,28104914,27849677,27587546,27577812,27589280,26361270,23584865
wikipedia,2018-03-07,20535595,19060750,18920706,18873466,18742020,17746443,17543922,17989450,19158983,19835675,20939713,21819720,22741820,24448321,26442506,27880716,27816942,27489524,26941483,26476730,26897084,27144312,25774929,23108640
wikipedia,2018-03-08,19944668,18737016,18700790,18804532,18426106,17305526,17237066,18001629,18991920,20013880,20723162,21382760,22290149,24253121,26009035,27420251,27288479,26842449,26431558,26250635,26405713,26615358,25308065,22500645
wikipedia,2018-03-09,19526865,18379329,18068825,18412890,17832917,16549917,16495577,17114258,18301363,19407747,20265316,20855763,21648981,23226555,25048109,26405682,26214463,25541406,25005653,24577059,24592985,25060987,24172533,21538341
wikipedia,2018-03-10,18383835,16754067,16240180,16379129,16419437,15988016,16025330,16382830,16823300,17868619,18798540,19453274,20798733,22015664,23522519,25061215,25645269,25718755,25565800,25069176,25275405,25497025,24938614,22756817
wikipedia,2018-03-11,20181066,18584782,17789092,17722911,17665890,17151738,17020470,17284529,18007031,19290617,20856487,21980608,23482100,24800708,26611459,28246859,28882353,29244456,29319131,28811379,29414960,29000788,27882427,24777159
wikipedia,2018-03-12,21645761,20268302,20156360,19862413,19048475,17793696,17465733,18253927,19412687,20585334,21882432,22845572,24065054,26519461,28736990,30592621,30161662,29140409,28672936,28239329,28416610,28046222,26274978,23374679
wikipedia,2018-03-13,20646707,19694003,19402762,19018494,18243551,16979823,17056391,17898735,19229991,20551464,21437407,22379646,23622388,26109388,28256031,29214405,28903996,28342642,28039949,27518027,27621937,27599839,25969447,23319746
wikipedia,2018-03-14,20717344,19605071,19434420,19145062,18543933,19364028,18474194,19069915,20411878,21454558,22556136,23456266,25172990,27231221,29057140,30129173,29620164,28756024,28351949,28050020,28142014,28249073,27076447,23720014
wikipedia,2018-03-15,20956520,19704620,19436834,18985314,18257303,16807757,16778473,17644033,19056894,20428872,21185805,22072456,23296928,25632521,27790322,28837036,28539173,27734055,27145420,26507317,26329045,26427793,24766015,22245352
wikipedia,2018-03-16,19827585,18745982,18557517,18361144,17491821,16215990,16433924,17223018,18482167,19438575,20398000,21126242,22409429,24372544,26322928,27232294,26506288,25587943,25097695,24287228,24430308,24737854,23833528,21294636
wikipedia,2018-03-17,18658623,17169347,16686975,16487693,16237339,15513940,15386404,15773139,16754870,17804313,19048145,20014262,21213036,23086135,24634648,26103790,26509448,26433815,25933268,25377002,25390035,25782400,25090343,22860289
wikipedia,2018-03-18,20421476,18789440,17862295,17536130,16926164,16237198,16012439,16282941,17248136,18996030,20630438,22253268,23803974,25524726,27413956,29325963,29466667,29327534,29292179,28983369,29166917,28874005,27334442,24766310
wikipedia,2018-03-19,21653615,20185433,19904572,19391017,18474009,17213742,17079452,17821750,19000021,20390170,21408040,22634915,24033327,26198821,28281189,29320587,29342561,28663568,28382354,27711369,27861150,27683475,26119515,23173728
wikipedia,2018-03-20,20411006,19375414,19456427,18791325,17842329,16479849,16329922,17196606,18567786,20019884,21172131,22308085,23833943,26076779,28267745,29331684,28902715,28087174,27792285,26889607,27246259,27523358,25691038,22895531
wikipedia,2018-03-21,20420662,19374295,19421545,19143061,18201878,16682812,16734309,17343786,18728178,20111182,21142232,22361384,23727245,25741722,27680281,29142255,28938140,28119456,27534079,27061224,27092618,27374429,26067806,23121766
wikipedia,2018-03-22,20579509,19413012,19477692,19071569,18138364,16556800,16330003,17400455,18905532,20052600,20659773,21566167,23136732,25239899,27187423,28293727,27853018,27126538,26692393,25991271,26312804,26244539,24805641,22155377
wikipedia,2018-03-23,19753313,18463464,18326445,17928385,17137486,15509027,15699612,16747275,17837465,18853559,19932136,21036087,22318921,24115814,25617730,26304798,25918045,25546218,24939767,24004323,24342307,24458562,23098545,20894106
wikipedia,2018-03-24,18365622,17175812,16675725,16305660,15838051,14950621,14857842,15087749,16102432,17157125,18095153,18963826,20126319,22337565,23798532,24438807,24876336,24965955,24950800,24594326,24696892,24741432,24026920,22295720
wikipedia,2018-03-25,19953615,18450700,17305106,17180566,16650173,15995378,15717389,16328594,17406600,18613145,19696196,20460631,22154602,23874288,25930349,27300992,27569791,27839870,27611195,28260287,28643677,27809108,25143913,21586107
wikipedia,2018-03-26,19296354,18645165,18879064,18898589,18382973,17097246,17819008,19173351,20111445,21010392,21403561,21795986,23772906,25948943,27482434,28101081,27671039,26990090,26981945,27195930,27483684,26345464,22948205,19780424
wikipedia,2018-03-27,17811123,17499925,17835362,18045637,17496114,16736232,17319832,18862158,19880546,20480919,21145369,21255971,23170908,25232065,26826632,27712544,27119867,26675821,26525482,26924199,27348432,26219438,22846654,19484044
wikipedia,2018-03-28,17680898,17570133,17817557,17786988,17265677,16404432,17034964,18397257,19482615,20350896,20624865,21068953,22810209,24862186,26420050,27078318,26613377,25642379,25246166,25524784,25690464,24813674,21934652,18770992
wikipedia,2018-03-29,16884545,16605749,16953222,17060525,16643075,16087889,16623937,18167186,19184852,19880531,20352091,20392463,22040129,23930564,25029941,25817311,25373762,24649416,24533402,24726073,25378036,24489828,22001384,18762497
wikipedia,2018-03-30,16760125,16049658,16360615,16511009,16384058,15852582,16283715,17615476,18827598,19232224,19489470,19932954,20954377,22928122,25058748,25718488,25579131,25277550,25153515,25369429,25731158,25259761,23162368,19794070
wikipedia,2018-03-31,17461062,16727293,16645174,16520608,16327296,15941215,16275634,16935910,17854776,18166846,18478869,19057470,20406520,22049051,23685686,24861638,24960251,25214910,24835156,24750982,25093090,25028137,23516042,20238122
wikipedia,2018-04-01,18195014,17258453,17028106,16943647,16550839,16027756,16315491,17293139,18394955,19278415,19594244,20132860,21615786,23548259,25163948,26624872,26710846,26496492,26767756,27136575,27725178,27788239,25749151,22474242
wikipedia,2018-04-02,19709706,19901734,19834433,19357330,18231354,16788338,16902415,18301585,19352644,20447843,21016700,21338117,22964632,25171343,27021828,28218930,28464190,28507207,28537315,28996368,29166097,27918413,24549023,20839539
wikipedia,2018-04-03,18609753,18303032,18865848,18747372,18600849,17807560,18017065,19184375,19836992,20283760,21158712,22029276,23652534,25748251,27543665,28207230,27566273,26840824,26803784,27165773,27819355,26498227,23353040,20103211
wikipedia,2018-04-04,18244760,17820481,18322249,18013466,17567204,17508774,18175435,19290869,20120050,20241707,20756006,21413696,23606551,25533663,27287185,27934084,27145516,26609355,26373229,26521430,26734753,25860724,22964048,19764110
wikipedia,2018-04-05,18137843,17514144,17875097,17837056,17394706,16807012,17141360,18370350,19302960,19993369,20491296,21324995,22966320,25106854,26681448,27561830,26661380,26453540,26024001,25941410,26290554,25439871,22498388,19218711
wikipedia,2018-04-06,17443856,16985995,17315997,17401486,17054552,16273451,16735752,18042518,18987962,19478989,20110345,20567130,22267198,24058535,25554510,26252494,25474574,24814353,24478352,24731987,25013567,24313464,22152787,19103915
wikipedia,2018-04-07,17056671,16261634,16510171,16495826,16197392,16002217,16253434,16949312,17485773,18052131,18603932,19232207,20694575,22063080,23531256,24688768,25034408,24875170,24839719,24934813,25829012,25396700,23115725,20535565
wikipedia,2018-04-08,18447170,17634901,17622626,17720763,17580481,17111692,17304946,17980182,18771892,19821118,20438368,20953901,22804869,24640238,26034089,27470010,27921330,27630002,28098562,28402300,28809409,27314570,24789726,21990217
wikipedia,2018-04-09,19366375,19240458,19909263,19912417,19221125,18227087,18493106,19455451,20181841,20829911,21452780,22167313,24114788,26284192,28152554,29166774,28557937,28090368,27640041,27925605,28162642,26647447,23487387,20060156
wikipedia,2018-04-10,18248552,18165032,18798252,18458772,17951173,17569717,17972759,19392679,20306378,20805826,21135949,21919808,23806619,26147017,27995579,28802984,28042628,27481007,27325490,27287442,27327436,25818566,23419513,18549737
wikipedia,2018-04-11,17093340,18018525,18416230,18433959,17837550,17209670,17794410,19300979,20203864,20833198,21332468,21957984,24109731,26267825,28097843,29011462,28266956,27566171,27343360,27348927,27466547,25282402,22852406,19672986
wikipedia,2018-04-12,18073954,17900633,18404945,18213469,17986585,18277506,18105609,19194556,20147627,20645781,20878260,21575783,23576939,26077145,27578141,27953841,27197994,26404824,26207942,26396464,26345072,25053152,22497437,19286862
wikipedia,2018-04-13,17437143,17260130,17613469,17587037,17072507,16320953,16741895,18321691,19304135,19908195,20135098,20676424,22359145,24176530,25629027,26103886,25430810,24559320,24245567,24625195,24641938,23880887,21381867,18517477
wikipedia,2018-04-14,16588195,15893844,16216642,16341055,16106440,15684636,15794483,16624304,17450905,18013967,18648189,19390399,20715016,22352338,23331199,24498425,24968975,24825396,24776017,24834240,25188906,25382244,23490806,20695913
wikipedia,2018-04-15,18367125,17853474,18282079,18171853,17676783,17249834,17293081,17823324,18605186,19795447,20678198,21385453,23533421,25505319,27167100,28379264,28678842,29128320,29070268,29578861,29787281,28542548,25025572,21876850
wikipedia,2018-04-16,19956239,20019658,20592356,19949385,19245857,18395909,18679622,19901757,20553753,21245021,21519361,22216761,24252762,26519013,28433321,29098934,28646843,28285593,28023135,28229018,28410690,26992043,23733974,20598010
wikipedia,2018-04-17,19418344,19005717,19289824,19057921,18431094,17641191,18111209,19222791,20152463,20684299,21430666,22131471,24060246,26488763,28174575,28474220,27562802,26900075,26980635,27079889,27104441,26029236,22826488,19484843
wikipedia,2018-04-18,18181316,18852294,19057274,18768192,18165093,17610765,18092022,19327326,20215153,20464427,20949400,21747966,23373626,25691902,27316040,27694881,26933643,26238277,26010462,26222759,26218227,25390053,22521427,18909226
wikipedia,2018-04-19,17234502,17329651,17780204,17881214,17508875,16867027,17343634,18923450,19761468,20213929,20392399,20754903,22554882,24686594,26734687,26919492,26093008,25367736,25244868,25414018,25473125,24222607,21490965,18579435
wikipedia,2018-04-20,16899844,16946846,17426555,17221534,16808515,16201717,17111491,18322384,18882370,19256060,19692320,20145001,21723612,23507402,24915134,25086641,24409281,23680021,24442246,25950304,25262554,24042591,21309973,18403184
wikipedia,2018-04-21,16290806,15677320,15950002,16186267,16024021,15808438,16140537,16882267,17374924,17939666,18418525,18872844,20203913,21843522,23207022,24182844,24388801,24295264,24398791,23980492,24298897,24402188,22629881,19578095
wikipedia,2018-04-22,17622396,16986161,17025854,17160856,17037915,16958155,17040511,17867793,18855783,19848939,20488280,21153057,22923583,24614998,26184891,27350393,27561687,27489867,27466583,27642719,28373994,26885181,23712695,20377338
wikipedia,2018-04-23,18510452,18327031,18783107,18853989,18395320,17644472,18159550,19619183,20570983,21236111,21690876,22253145,24168316,26712893,28793215,29044296,28411796,27793194,27522189,27799462,27917846,26643333,23336150,19844936
wikipedia,2018-04-24,18223277,18303333,18615228,18488918,18025306,17928061,18383854,19754525,20556597,21256466,21756470,22482147,24414072,26488840,28519698,28936404,28297242,27280313,26933144,27007573,28112220,26937095,23125695,19731845
wikipedia,2018-04-25,18019521,18296482,18664888,18487448,18018427,17742190,18392013,19649897,20321587,21113573,21599442,22112233,24191958,26342427,28073837,28537967,28103643,27446745,26881238,27702419,27869683,26837925,23832666,19279558
wikipedia,2018-04-26,17466297,17722307,18296081,18218112,17682217,17281955,17795557,19129101,19928453,20312777,20692715,21321188,23109645,25511365,27125616,27385142,26634093,25897843,25731049,25996960,26029172,24778934,21742017,18408979
wikipedia,2018-04-27,16683617,16620565,17318184,17277914,16858337,16073996,16795957,18190763,18872361,19315295,19607934,20397567,22007521,23964419,25274435,25507949,25091565,24152155,23972316,24059992,23926869,23383704,20702724,17844597
wikipedia,2018-04-28,15788121,15234529,15379087,15706295,15617939,15487807,15797035,16651315,17080366,17819007,18152594,18736429,20164880,21651517,22611788,23476547,23479650,23265030,23088503,23276624,23776408,22916902,21145106,18678930
wikipedia,2018-04-29,16506275,16007551,15997705,16286501,16055460,15867404,16114742,16876768,17881377,18735816,19362264,20110204,21833003,23415384,24797964,26090120,26240395,26228525,26205398,26715981,27097647,26039486,23624083,20272320
wikipedia,2018-04-30,18417630,18090276,18238063,18351515,17674632,17244303,17513924,18554728,19372658,20168822,20652873,21642520,23486752,25312183,26772918,26946224,26588332,25785435,25405943,25840404,26140130,25203509,22677365,19291888
wikipedia,2018-05-30,18357881,18432705,18745859,18681502,18321955,17661662,18128662,19464123,20371326,20769711,21059194,21650044,23521826,25421596,26675362,27158341,26203410,25071598,24758767,25058746,25351591,25008804,22556120,19195704
wikipedia,2018-05-31,17392236,17386360,17991627,18235062,17713811,16917957,17245551,18579731,19635008,20328400,20767534,21100865,22799833,24610072,26275338,26836886,26280425,25296075,24784027,24986973,25163181,25011296,22565670,19532327
wikipedia,2018-06-01,17573548,17312985,17829654,18078848,17042944,16288076,16599738,17676438,18669757,19389068,20189102,20330457,21857448,23424937,24709070,25173364,24641957,23656079,23094799,22948960,23459012,23283064,21279042,18332902
wikipedia,2018-06-02,16232386,15546011,15759040,16273040,16054109,15597702,15774653,16191927,17568566,18578932,18865641,19585053,20603653,21744758,23064077,24225840,24596453,23850208,23999910,23830540,24116171,24347097,22707700,19529396
wikipedia,2018-06-03,17599060,16870023,16833252,17155434,16911259,16488740,16619089,17373404,18652032,20686917,21289819,21767464,23872091,24112829,25920577,27113437,27205250,27086152,26776777,26914889,27231253,26993435,24388111,21164543
wikipedia,2018-06-04,18807498,18687328,19094931,19413891,18605720,17590397,17882096,19072390,20407728,21398876,21988748,22517922,24128105,25995004,27437497,27865041,27056463,26238221,25951282,26260631,26885591,26488609,23542425,19968786
wikipedia,2018-06-05,18014986,17883556,18531705,18744839,18007791,17152948,17590017,18812931,20116523,20934772,21288739,22012183,23798383,25564683,27275174,27878857,26746867,27049962,26359374,26355517,26959993,26419148,23984630,20055315
wikipedia,2018-06-06,18109106,18080072,18518358,18683868,17956686,17183284,17600007,18960880,20131321,21076478,21523456,22264827,23744060,25738114,27177340,27502645,26626374,25445947,25754254,25701433,26140604,25540582,23053964,19557759
wikipedia,2018-06-07,17777776,17712199,18194974,18645013,18015464,17288800,17634027,20059092,21096477,21783181,21519309,21676965,23083276,25255301,26718012,27108750,26263841,25147650,24680391,25080295,25577771,25201012,22613719,19337972
wikipedia,2018-06-08,17600001,17703090,18000400,18427246,18273992,17107099,17562180,18603042,19408704,20111103,20539146,20956527,22865759,24833773,25873402,26056740,25130023,24373870,23849153,23754337,23960344,23689893,21745226,18866564
wikipedia,2018-06-09,16895173,16212342,16387876,16966293,17645855,16608529,16616930,17001067,17636902,18048752,18765937,19396597,20674453,22311344,23532894,24336503,24540358,23902409,23394735,23305086,23764383,23364818,22130367,19952683
wikipedia,2018-06-10,17896201,16754351,16723767,17391579,17037372,16810960,16797555,17587769,18626888,19639530,20597445,21358299,22758713,24435441,26056521,27096003,27291033,27569151,26412011,26721505,27333808,26467122,24283207,20931972
wikipedia,2018-06-11,18950550,18850517,19482471,19771412,19042556,18293782,18325094,19508351,20459239,21380545,21950151,22431557,24063793,25887349,27485427,27791869,26768302,26152811,25993369,26506834,26936774,26166019,23611807,19902561
wikipedia,2018-06-12,18064288,17988022,18430485,18663353,17902070,17169810,17750302,19044910,20112098,20645105,21257197,21804521,23720470,25648080,27071743,27426887,26985515,25777263,25356043,25466141,26239889,25555187,22749846,19287077
wikipedia,2018-06-13,17293333,17014215,17431349,17854963,17417782,16874681,17416380,18855625,19821715,21227702,21662371,22082015,23728939,25875785,27319059,27307169,26313478,25468366,25035689,25156723,25654381,24821200,22645775,19535776
wikipedia,2018-06-14,17737857,17001056,17671499,17805654,17639604,17219675,17559564,18801203,19777004,20381950,21444644,23717694,24703123,26602002,26959942,26990072,26545952,25825057,24677647,24127443,24690928,23683663,21482255,18465784
wikipedia,2018-06-15,16672503,16182181,16728987,17049289,16818110,16420992,16915972,18122069,18833985,19395681,20093942,20457426,22047906,23821330,24473830,24824813,24250689,23236851,22736361,23303367,24752872,23121759,20275021,17485913
wikipedia,2018-06-16,15494355,14780940,14997961,15250602,15119501,14806555,15023528,15810193,16657611,17365535,18971438,20027465,21377297,22885035,24249251,24632667,24689553,24387737,23975903,23649389,24645534,23898083,21175868,18620188
wikipedia,2018-06-17,16513353,16133497,16159579,16371235,16068695,15879780,15886178,16752737,17963344,18923773,19916303,20508854,22754112,25095062,26396636,26918677,27790602,27612082,26987510,27828478,27389324,25592926,22942533,20100179
wikipedia,2018-06-18,17783529,17719220,17735910,17907303,17259130,16938979,17455458,18657226,19578647,20375919,21093540,21885519,23731859,25797942,27060507,27512658,27106546,26326394,25636949,26027332,26563583,25430956,23348346,20737906
wikipedia,2018-06-19,18148664,17633967,17694117,17852237,17306452,17134749,17844593,19095528,19965895,20846654,21290740,21900598,23930383,25556269,26899246,27719823,27136704,25921231,25011083,25463337,25860681,25033117,22255338,18930743
wikipedia,2018-06-20,16926454,16834200,17223950,17606109,17286589,17013180,17688573,18802882,19652897,20424648,20816636,21098864,22822892,25069270,25964473,26376716,25804582,24828768,24106873,24094852,24699270,24064099,21361389,18367365
wikipedia,2018-06-21,16678251,16728674,17025835,17212846,17033132,16613259,17010728,18789949,19212432,19956773,20137672,20423653,22284005,24957120,26128042,26006367,25033532,24217953,23339932,24187961,24261483,23772777,20874650,18131129
wikipedia,2018-06-22,16412666,16622136,16636217,16768265,16410662,15921502,16285783,17897220,18549052,19031539,19501080,19923150,21384202,23296355,23785843,25420595,25078318,23759464,22935503,23777828,23898821,23035817,20789762,17921471
wikipedia,2018-06-23,15737176,15302175,15452783,16124238,15867750,15887059,16079732,17087454,17479952,18564611,18818516,19026466,20511240,22578149,24188984,24882186,24631699,24414158,23692542,23711569,23275095,23843965,21409795,18666399
wikipedia,2018-06-24,16854299,15948095,15952754,16772977,16532329,16027627,16146337,16902401,18084664,19612332,20032259,20479373,21989654,24190187,26480639,26854396,26939734,26386884,25921243,26204957,26834953,25884251,22581492,19582245
wikipedia,2018-06-25,17738664,17335431,17755892,18517960,17799286,17271783,17697916,18712951,19655378,20690085,21237207,21397179,22766908,24676412,26136342,27064237,26254924,25156267,24541639,24791449,24619052,24491120,21668697,18754957
wikipedia,2018-06-26,17015777,16537087,16934628,17431911,17203821,16719474,17474731,18328359,19010753,19902302,20255111,20987385,22919384,24114922,25683186,26117537,25285257,24053469,23934980,24406002,23621220,24177851,21603553,18478128
wikipedia,2018-06-27,16837337,16269434,16640162,17057954,16739060,16420022,17232471,18121746,18982400,19800163,20135981,20963458,22994244,24023800,25503955,25381666,23458519,24792718,23514997,24542926,24963983,23581548,21249774,18403396
wikipedia,2018-06-28,16396567,16254818,16678868,17015779,17009389,16510007,16776836,17664135,18682633,19505989,19945056,20430205,21505389,23473536,25117843,25332182,24402774,24173554,23118983,24169183,24931152,23192591,21069779,18085464
wikipedia,2018-06-29,15932838,15615511,16126540,16468264,16290555,16186392,16123393,17042485,17730003,18547461,19350189,19504018,20677493,22274994,23314611,23692305,23244250,22121805,21478891,21501927,21894554,21792929,19975343,17642333
wikipedia,2018-06-30,15471524,14930724,15036752,15435069,15805288,15749362,15712362,16802131,16987741,17563625,18163868,18635295,19572308,20945746,22093027,23713123,24780288,24391754,23140275,24793167,24942678,24182467,21569777,19026447
wikipedia,2018-07-01,16714283,15869955,15913871,16312190,16731766,16490820,16340416,16961201,18086573,19014631,20092717,20658423,21490873,22893156,24675003,26001845,27150211,25523337,25413142,26458610,27275917,26442487,23446971,19829087
wikipedia,2018-07-02,17541653,16984759,17725202,18215661,18079188,17779735,17827030,18536341,19272943,20315999,20971940,21990512,23060889,25108683,26577113,26957419,25898080,25322141,24586184,25294244,25615883,25088768,22079116,19875791
wikipedia,2018-07-03,17739183,16964001,17168245,17309929,17121741,16860237,17725009,18644637,20370190,20902050,21757933,22594848,24045139,25856959,26650333,27783232,26543252,25307669,24829821,25732880,25470234,26132789,23605315,19346820
wikipedia,2018-07-04,17294251,16941911,17997812,20540589,20216898,19332489,21569346,20189054,20616471,22418181,21982001,22480102,24339288,25278230,26435905,27110042,26469924,25146566,24838744,25736341,26990232,26224809,23944095,20889887
wikipedia,2018-07-05,18616468,18455090,18516721,18824701,18133646,17507482,17726677,18782440,19760689,21392012,20956459,20954584,22673364,23770746,24944754,25802086,24355154,23502246,22926309,23295728,24081817,24033951,21555383,18638643
wikipedia,2018-07-06,16506544,16650627,17370082,18076064,17287182,16560141,16868857,17856728,18446407,19730494,19725154,20095870,21613080,23453299,24885902,25971243,26544200,24175818,23319293,23863858,24161329,24813122,20991052,18298208
wikipedia,2018-07-07,16617022,15830635,16085474,16705917,16224695,16180578,16270049,16581673,17672877,18598011,18995149,19001944,19951367,21827651,23443101,25570263,25659319,24466541,23608045,24872740,24564477,24649739,23182502,19433436
wikipedia,2018-07-08,17582074,16702235,16625612,17694473,17316987,17202217,17167877,17416048,18263690,20275784,20706807,20979837,21959057,23299619,24133476,25446430,25206461,24825515,24643854,24990865,25445815,25463066,23046880,20045581
wikipedia,2018-07-09,18141834,17915700,18240369,19199960,18337790,17436115,17490878,18419382,19708484,20187694,20495028,20892151,22667443,24475802,25971989,26542958,25331152,24386749,24049390,24375939,24999466,24585100,22344540,19132990
wikipedia,2018-07-10,17393071,17072761,18602974,18098895,17753156,17269521,17819864,18732701,19355029,19839284,20446569,21154109,23205360,24467220,25873632,26123431,25580866,24928403,24982401,27120283,28035543,26387167,22415214,19190170
wikipedia,2018-07-11,17376230,17027030,17070656,17438084,17245476,17015923,17494113,18766039,19552267,20053304,20624472,21133514,22983020,25025569,26000981,26694636,26064278,25408208,25264119,26703495,27030104,27434460,23694970,20016187
wikipedia,2018-07-12,18253067,17452059,17493322,17924338,17643441,17323169,17706382,18838859,19698088,20494056,20847210,21420297,23652742,24666767,25962881,26181592,25233338,24297476,23985026,23982664,24363930,24134765,22184417,18744372
wikipedia,2018-07-13,16719778,16304743,16666100,17216869,16836926,16399489,16933880,18088015,18524993,19080833,19495301,20183647,21695000,23270299,24200222,24782412,24282679,23221875,23228541,23145122,23325048,22854239,21000815,18465246
wikipedia,2018-07-14,16634209,15628175,15777546,16234919,16141834,16193627,16543062,16813236,17350229,17993740,18198243,18757049,20415356,21854722,23164251,24756134,25577018,25123119,23591573,23104586,23523954,23301464,21651199,19373795
wikipedia,2018-07-15,17732998,16588783,16459468,17035463,16982263,16931443,17266866,17531217,18223879,19277945,19946794,20626926,22229568,24145538,25770931,28443769,29392858,32146879,35359433,28089185,27408560,26709555,24271872,21132104
wikipedia,2018-07-16,19085062,18810230,19138328,19597774,19033600,18380642,18931472,19721282,20520061,21302111,21759407,22273487,24127535,25878453,27286458,27263551,26383616,25536869,24992770,25459854,25920880,24940266,22479781,19453672
wikipedia,2018-07-17,17380696,17196214,17765349,17712280,17511372,17134855,17565815,18757886,19326778,20013377,20567848,21249357,22798219,24769345,26001913,26280917,25372899,24182498,23665693,24485272,24933996,24460317,22145760,19091161
wikipedia,2018-07-18,16934740,17270954,17538483,17602435,17103175,16712837,16953394,18403987,19069476,19445275,19969952,20540756,22355406,24115016,25856822,26159772,24947421,23929642,23347661,23826618,24165478,23977331,21613735,18733276
wikipedia,2018-07-19,16842151,16766200,17246836,17358987,16934829,16473651,16905244,18253537,18880159,19358379,19653982,20143956,21656366,23862311,25239196,25699792,24398961,23287041,23194929,23621087,24108949,23835637,21377278,18468390
wikipedia,2018-07-20,16258109,15967399,16449435,17101800,16643720,16011171,16454408,17525891,18481149,19074842,19100249,19561926,20747533,22455145,23922083,24467209,23675593,22934868,22321428,22393435,22877763,22539719,20568736,17783513
wikipedia,2018-07-21,15722885,15156820,15525533,16067010,15623358,15558864,15759752,16330409,17209591,17620394,17780191,18138465,19356133,21060057,22644340,23715235,23360185,23060919,22500203,22530896,23634703,23190910,21539449,19454157
wikipedia,2018-07-22,17173289,16500738,16536931,16862924,16607117,16369199,16458296,17038801,18315482,18961819,19473758,20020701,21473644,23400284,24706584,25745905,26057406,25490447,25219482,25776950,26908212,26129031,24073761,20854357
