Date,Day,File,Cluster
2015-09-10,Thursday,retailrocket,1
2015-09-11,Friday,retailrocket,1
2015-09-12,Saturday,retailrocket,1
2015-09-13,Sunday,retailrocket,1
2015-09-14,Monday,retailrocket,1
2015-09-15,Tuesday,retailrocket,1
2015-09-16,Wednesday,retailrocket,1
2015-09-17,Thursday,retailrocket,1
2015-09-18,Friday,retailrocket,1
1995-06-01,Thursday,saskatchewan,2
1995-06-02,Friday,saskatchewan,2
1995-06-03,Saturday,saskatchewan,2
1995-06-04,Sunday,saskatchewan,0
1995-06-05,Monday,saskatchewan,2
1995-06-06,Tuesday,saskatchewan,2
1995-06-07,Wednesday,saskatchewan,2
1995-06-08,Thursday,saskatchewan,2
1995-06-09,Friday,saskatchewan,2
1995-06-10,Saturday,saskatchewan,0
1995-06-11,Sunday,saskatchewan,0
1995-06-12,Monday,saskatchewan,2
1995-06-13,Tuesday,saskatchewan,2
1995-06-14,Wednesday,saskatchewan,2
1995-06-15,Thursday,saskatchewan,2
1995-06-16,Friday,saskatchewan,2
1995-06-17,Saturday,saskatchewan,0
1995-06-18,Sunday,saskatchewan,0
1995-06-19,Monday,saskatchewan,2
1995-06-20,Tuesday,saskatchewan,2
1995-06-21,Wednesday,saskatchewan,2
1995-06-22,Thursday,saskatchewan,2
1995-06-23,Friday,saskatchewan,2
1995-06-24,Saturday,saskatchewan,2
1995-06-25,Sunday,saskatchewan,0
1995-06-26,Monday,saskatchewan,2
1995-06-27,Tuesday,saskatchewan,2
1995-06-28,Wednesday,saskatchewan,2
1995-06-29,Thursday,saskatchewan,2
1995-06-30,Friday,saskatchewan,2
1995-07-01,Saturday,saskatchewan,0
1995-07-02,Sunday,saskatchewan,0
1995-07-03,Monday,saskatchewan,2
1995-07-04,Tuesday,saskatchewan,2
1995-07-05,Wednesday,saskatchewan,2
1995-07-06,Thursday,saskatchewan,2
1995-07-07,Friday,saskatchewan,2
1995-07-08,Saturday,saskatchewan,2
1995-07-09,Sunday,saskatchewan,0
1995-07-10,Monday,saskatchewan,2
1995-07-11,Tuesday,saskatchewan,2
1995-07-12,Wednesday,saskatchewan,2
1995-07-13,Thursday,saskatchewan,2
1995-07-14,Friday,saskatchewan,2
1995-07-15,Saturday,saskatchewan,2
1995-07-16,Sunday,saskatchewan,0
1995-07-17,Monday,saskatchewan,2
1995-07-18,Tuesday,saskatchewan,2
1995-07-19,Wednesday,saskatchewan,2
1995-07-20,Thursday,saskatchewan,2
1995-07-21,Friday,saskatchewan,2
1995-07-22,Saturday,saskatchewan,2
1995-07-23,Sunday,saskatchewan,0
1995-07-24,Monday,saskatchewan,2
1995-07-25,Tuesday,saskatchewan,2
1995-07-26,Wednesday,saskatchewan,2
1995-07-27,Thursday,saskatchewan,2
1995-07-28,Friday,saskatchewan,2
1995-07-29,Saturday,saskatchewan,0
1995-07-30,Sunday,saskatchewan,0
1995-07-31,Monday,saskatchewan,2
1995-08-01,Tuesday,saskatchewan,2
1995-08-02,Wednesday,saskatchewan,2
1995-08-03,Thursday,saskatchewan,2
1995-08-04,Friday,saskatchewan,2
1995-08-05,Saturday,saskatchewan,2
1995-08-06,Sunday,saskatchewan,0
1995-08-07,Monday,saskatchewan,2
1995-08-08,Tuesday,saskatchewan,2
1995-08-09,Wednesday,saskatchewan,2
1995-08-10,Thursday,saskatchewan,2
1995-08-11,Friday,saskatchewan,2
1995-08-12,Saturday,saskatchewan,2
1995-08-13,Sunday,saskatchewan,0
1995-08-14,Monday,saskatchewan,2
1995-08-15,Tuesday,saskatchewan,2
1995-08-16,Wednesday,saskatchewan,2
1995-08-17,Thursday,saskatchewan,2
1995-08-18,Friday,saskatchewan,2
1995-08-19,Saturday,saskatchewan,0
1995-08-20,Sunday,saskatchewan,2
1995-08-21,Monday,saskatchewan,2
1995-08-22,Tuesday,saskatchewan,2
1995-08-23,Wednesday,saskatchewan,2
1995-08-24,Thursday,saskatchewan,2
1995-08-25,Friday,saskatchewan,2
1995-08-26,Saturday,saskatchewan,2
1995-08-27,Sunday,saskatchewan,0
1995-08-28,Monday,saskatchewan,2
1995-08-29,Tuesday,saskatchewan,2
1995-08-30,Wednesday,saskatchewan,2
1995-08-31,Thursday,saskatchewan,2
1995-09-01,Friday,saskatchewan,2
1995-09-02,Saturday,saskatchewan,0
1995-09-03,Sunday,saskatchewan,0
1995-09-04,Monday,saskatchewan,0
1995-09-05,Tuesday,saskatchewan,2
1995-09-06,Wednesday,saskatchewan,2
1995-09-07,Thursday,saskatchewan,2
1995-09-08,Friday,saskatchewan,2
1995-09-09,Saturday,saskatchewan,0
1995-09-10,Sunday,saskatchewan,0
1995-09-11,Monday,saskatchewan,2
1995-09-12,Tuesday,saskatchewan,2
1995-09-13,Wednesday,saskatchewan,2
1995-09-14,Thursday,saskatchewan,2
1995-09-15,Friday,saskatchewan,2
1995-09-16,Saturday,saskatchewan,0
1995-09-17,Sunday,saskatchewan,0
1995-09-18,Monday,saskatchewan,2
1995-09-19,Tuesday,saskatchewan,2
1995-09-20,Wednesday,saskatchewan,2
1995-09-21,Thursday,saskatchewan,2
1995-09-22,Friday,saskatchewan,2
1995-09-23,Saturday,saskatchewan,2
1995-09-24,Sunday,saskatchewan,0
1995-09-25,Monday,saskatchewan,2
1995-09-26,Tuesday,saskatchewan,2
1995-09-27,Wednesday,saskatchewan,2
1995-09-28,Thursday,saskatchewan,2
1995-09-29,Friday,saskatchewan,2
1995-09-30,Saturday,saskatchewan,2
1995-10-01,Sunday,saskatchewan,0
1995-10-02,Monday,saskatchewan,2
1995-10-03,Tuesday,saskatchewan,2
1995-10-04,Wednesday,saskatchewan,2
1995-10-05,Thursday,saskatchewan,2
1995-10-06,Friday,saskatchewan,2
1995-10-07,Saturday,saskatchewan,0
1995-10-08,Sunday,saskatchewan,0
1995-10-09,Monday,saskatchewan,2
1995-10-10,Tuesday,saskatchewan,2
1995-10-11,Wednesday,saskatchewan,2
1995-10-12,Thursday,saskatchewan,2
1995-10-13,Friday,saskatchewan,2
1995-10-14,Saturday,saskatchewan,2
1995-10-15,Sunday,saskatchewan,0
1995-10-16,Monday,saskatchewan,2
1995-10-17,Tuesday,saskatchewan,2
1995-10-18,Wednesday,saskatchewan,2
1995-10-19,Thursday,saskatchewan,2
1995-10-20,Friday,saskatchewan,2
1995-10-21,Saturday,saskatchewan,2
1995-10-22,Sunday,saskatchewan,0
1995-10-23,Monday,saskatchewan,2
1995-10-24,Tuesday,saskatchewan,2
1995-10-25,Wednesday,saskatchewan,2
1995-10-26,Thursday,saskatchewan,2
1995-10-27,Friday,saskatchewan,2
1995-10-28,Saturday,saskatchewan,0
1995-10-29,Sunday,saskatchewan,0
1995-10-30,Monday,saskatchewan,2
1995-10-31,Tuesday,saskatchewan,2
1995-11-01,Wednesday,saskatchewan,2
1995-11-02,Thursday,saskatchewan,2
1995-11-03,Friday,saskatchewan,2
1995-11-04,Saturday,saskatchewan,0
1995-11-05,Sunday,saskatchewan,0
1995-11-06,Monday,saskatchewan,2
1995-11-07,Tuesday,saskatchewan,2
1995-11-08,Wednesday,saskatchewan,2
1995-11-09,Thursday,saskatchewan,2
1995-11-10,Friday,saskatchewan,2
1995-11-11,Saturday,saskatchewan,0
1995-11-12,Sunday,saskatchewan,0
1995-11-13,Monday,saskatchewan,2
1995-11-14,Tuesday,saskatchewan,2
1995-11-15,Wednesday,saskatchewan,2
1995-11-16,Thursday,saskatchewan,2
1995-11-17,Friday,saskatchewan,2
1995-11-18,Saturday,saskatchewan,2
1995-11-19,Sunday,saskatchewan,0
1995-11-20,Monday,saskatchewan,2
1995-11-21,Tuesday,saskatchewan,2
1995-11-22,Wednesday,saskatchewan,2
1995-11-23,Thursday,saskatchewan,2
1995-11-24,Friday,saskatchewan,2
1995-11-25,Saturday,saskatchewan,0
1995-11-26,Sunday,saskatchewan,0
1995-11-27,Monday,saskatchewan,2
1995-11-28,Tuesday,saskatchewan,2
1995-11-29,Wednesday,saskatchewan,2
1995-11-30,Thursday,saskatchewan,2
1995-12-01,Friday,saskatchewan,2
1995-12-02,Saturday,saskatchewan,2
1995-12-03,Sunday,saskatchewan,1
1995-12-04,Monday,saskatchewan,2
1995-12-05,Tuesday,saskatchewan,2
1995-12-06,Wednesday,saskatchewan,2
1995-12-07,Thursday,saskatchewan,2
1995-12-08,Friday,saskatchewan,2
1995-12-09,Saturday,saskatchewan,0
1995-12-10,Sunday,saskatchewan,0
1995-12-11,Monday,saskatchewan,2
1995-12-12,Tuesday,saskatchewan,2
1995-12-13,Wednesday,saskatchewan,2
1995-12-14,Thursday,saskatchewan,2
1995-12-15,Friday,saskatchewan,2
1995-12-16,Saturday,saskatchewan,2
1995-12-17,Sunday,saskatchewan,0
1995-12-18,Monday,saskatchewan,2
1995-12-19,Tuesday,saskatchewan,2
1995-12-20,Wednesday,saskatchewan,2
1995-12-21,Thursday,saskatchewan,2
1995-12-22,Friday,saskatchewan,2
1995-12-23,Saturday,saskatchewan,1
1995-12-24,Sunday,saskatchewan,0
1995-12-25,Monday,saskatchewan,0
1995-12-26,Tuesday,saskatchewan,0
1995-12-27,Wednesday,saskatchewan,2
1995-12-28,Thursday,saskatchewan,2
1995-12-29,Friday,saskatchewan,0
1995-12-30,Saturday,saskatchewan,0
1995-12-31,Sunday,saskatchewan,1
1995-08-22,Tuesday,sdsc,2
1998-04-30,Thursday,wc,1
1998-05-01,Friday,wc,0
1998-05-02,Saturday,wc,1
1998-05-03,Sunday,wc,0
1998-05-04,Monday,wc,0
1998-05-05,Tuesday,wc,0
1998-05-06,Wednesday,wc,0
1998-05-07,Thursday,wc,0
1998-05-08,Friday,wc,0
1998-05-09,Saturday,wc,1
1998-05-10,Sunday,wc,1
1998-05-11,Monday,wc,0
1998-05-12,Tuesday,wc,2
1998-05-13,Wednesday,wc,0
1998-05-14,Thursday,wc,0
1998-05-15,Friday,wc,0
1998-05-16,Saturday,wc,1
1998-05-17,Sunday,wc,1
1998-05-18,Monday,wc,0
1998-05-19,Tuesday,wc,0
1998-05-20,Wednesday,wc,0
1998-05-21,Thursday,wc,0
1998-05-22,Friday,wc,0
1998-05-23,Saturday,wc,1
1998-05-24,Sunday,wc,0
1998-05-25,Monday,wc,0
1998-05-26,Tuesday,wc,0
1998-05-27,Wednesday,wc,0
1998-05-28,Thursday,wc,0
1998-05-29,Friday,wc,0
1998-05-30,Saturday,wc,1
1998-05-31,Sunday,wc,0
1998-06-01,Monday,wc,0
1998-06-02,Tuesday,wc,0
1998-06-03,Wednesday,wc,0
1998-06-04,Thursday,wc,0
1998-06-05,Friday,wc,0
1998-06-06,Saturday,wc,1
1998-06-07,Sunday,wc,0
1998-06-08,Monday,wc,0
1998-06-09,Tuesday,wc,0
1998-06-10,Wednesday,wc,0
1998-06-11,Thursday,wc,0
1998-06-12,Friday,wc,0
1998-06-13,Saturday,wc,1
1998-06-14,Sunday,wc,1
1998-06-15,Monday,wc,0
1998-06-16,Tuesday,wc,0
1998-06-17,Wednesday,wc,0
1998-06-18,Thursday,wc,0
1998-06-19,Friday,wc,1
1998-06-20,Saturday,wc,1
1998-06-21,Sunday,wc,1
1998-06-22,Monday,wc,0
1998-06-23,Tuesday,wc,0
1998-06-24,Wednesday,wc,1
1998-06-25,Thursday,wc,0
1998-06-26,Friday,wc,0
1998-06-27,Saturday,wc,1
1998-06-28,Sunday,wc,1
1998-06-29,Monday,wc,0
1998-06-30,Tuesday,wc,0
1998-07-01,Wednesday,wc,1
1998-07-02,Thursday,wc,0
1998-07-03,Friday,wc,0
1998-07-04,Saturday,wc,1
1998-07-05,Sunday,wc,1
1998-07-06,Monday,wc,1
1998-07-07,Tuesday,wc,1
1998-07-08,Wednesday,wc,1
1998-07-09,Thursday,wc,1
1998-07-10,Friday,wc,0
1998-07-11,Saturday,wc,1
1998-07-12,Sunday,wc,1
1998-07-13,Monday,wc,1
1998-07-14,Tuesday,wc,1
1998-07-15,Wednesday,wc,2
1998-07-16,Thursday,wc,0
1998-07-17,Friday,wc,0
1998-07-18,Saturday,wc,1
1998-07-19,Sunday,wc,1
1998-07-20,Monday,wc,0
1998-07-21,Tuesday,wc,0
1998-07-22,Wednesday,wc,0
1998-07-23,Thursday,wc,0
1998-07-24,Friday,wc,0
1998-07-25,Saturday,wc,1
1998-07-26,Sunday,wc,0
2018-05-01,Tuesday,wikipedia,0
2018-05-02,Wednesday,wikipedia,0
2018-05-03,Thursday,wikipedia,0
2018-05-04,Friday,wikipedia,0
2018-05-05,Saturday,wikipedia,0
2018-05-06,Sunday,wikipedia,0
2018-05-07,Monday,wikipedia,0
2018-05-08,Tuesday,wikipedia,0
2018-05-09,Wednesday,wikipedia,0
2018-05-10,Thursday,wikipedia,0
2018-05-11,Friday,wikipedia,0
2018-05-12,Saturday,wikipedia,0
2018-05-13,Sunday,wikipedia,0
2018-05-14,Monday,wikipedia,0
2018-05-15,Tuesday,wikipedia,0
2018-05-16,Wednesday,wikipedia,0
2018-05-17,Thursday,wikipedia,0
2018-05-18,Friday,wikipedia,0
2018-05-19,Saturday,wikipedia,0
2018-05-20,Sunday,wikipedia,0
2018-05-21,Monday,wikipedia,0
2018-05-22,Tuesday,wikipedia,0
2018-05-23,Wednesday,wikipedia,0
2018-05-24,Thursday,wikipedia,0
2018-05-25,Friday,wikipedia,0
2018-05-26,Saturday,wikipedia,0
2018-05-27,Sunday,wikipedia,0
2018-05-28,Monday,wikipedia,0
2018-05-29,Tuesday,wikipedia,0
2018-01-01,Monday,wikipedia,0
2018-01-02,Tuesday,wikipedia,0
2018-01-03,Wednesday,wikipedia,0
2018-01-04,Thursday,wikipedia,0
2018-01-05,Friday,wikipedia,0
2018-01-06,Saturday,wikipedia,0
2018-01-07,Sunday,wikipedia,0
2018-01-08,Monday,wikipedia,0
2018-01-09,Tuesday,wikipedia,0
2018-01-10,Wednesday,wikipedia,0
2018-01-11,Thursday,wikipedia,0
2018-01-12,Friday,wikipedia,0
2018-01-13,Saturday,wikipedia,0
2018-01-14,Sunday,wikipedia,0
2018-01-15,Monday,wikipedia,0
2018-01-16,Tuesday,wikipedia,0
2018-01-17,Wednesday,wikipedia,0
2018-01-18,Thursday,wikipedia,0
2018-01-19,Friday,wikipedia,0
2018-01-20,Saturday,wikipedia,0
2018-01-21,Sunday,wikipedia,0
2018-01-22,Monday,wikipedia,0
2018-01-23,Tuesday,wikipedia,0
2018-01-24,Wednesday,wikipedia,0
2018-01-25,Thursday,wikipedia,0
2018-01-26,Friday,wikipedia,0
2018-01-27,Saturday,wikipedia,0
2018-01-28,Sunday,wikipedia,0
2018-01-29,Monday,wikipedia,0
2018-01-30,Tuesday,wikipedia,0
2018-01-31,Wednesday,wikipedia,0
2018-02-01,Thursday,wikipedia,0
2018-02-02,Friday,wikipedia,0
2018-02-03,Saturday,wikipedia,0
2018-02-04,Sunday,wikipedia,0
2018-02-05,Monday,wikipedia,0
2018-02-06,Tuesday,wikipedia,0
2018-02-07,Wednesday,wikipedia,0
2018-02-08,Thursday,wikipedia,0
2018-02-09,Friday,wikipedia,0
2018-02-10,Saturday,wikipedia,0
2018-02-11,Sunday,wikipedia,0
2018-02-12,Monday,wikipedia,0
2018-02-13,Tuesday,wikipedia,0
2018-02-14,Wednesday,wikipedia,0
2018-02-15,Thursday,wikipedia,0
2018-02-16,Friday,wikipedia,0
2018-02-17,Saturday,wikipedia,0
2018-02-18,Sunday,wikipedia,0
2018-02-19,Monday,wikipedia,0
2018-02-20,Tuesday,wikipedia,0
2018-02-21,Wednesday,wikipedia,0
2018-02-22,Thursday,wikipedia,0
2018-02-23,Friday,wikipedia,0
2018-02-24,Saturday,wikipedia,0
2018-02-25,Sunday,wikipedia,0
2018-02-26,Monday,wikipedia,0
2018-02-27,Tuesday,wikipedia,0
2018-02-28,Wednesday,wikipedia,0
2018-03-01,Thursday,wikipedia,0
2018-03-02,Friday,wikipedia,0
2018-03-03,Saturday,wikipedia,0
2018-03-04,Sunday,wikipedia,0
2018-03-05,Monday,wikipedia,0
2018-03-06,Tuesday,wikipedia,0
2018-03-07,Wednesday,wikipedia,0
2018-03-08,Thursday,wikipedia,0
2018-03-09,Friday,wikipedia,0
2018-03-10,Saturday,wikipedia,0
2018-03-11,Sunday,wikipedia,0
2018-03-12,Monday,wikipedia,0
2018-03-13,Tuesday,wikipedia,0
2018-03-14,Wednesday,wikipedia,0
2018-03-15,Thursday,wikipedia,0
2018-03-16,Friday,wikipedia,0
2018-03-17,Saturday,wikipedia,0
2018-03-18,Sunday,wikipedia,0
2018-03-19,Monday,wikipedia,0
2018-03-20,Tuesday,wikipedia,0
2018-03-21,Wednesday,wikipedia,0
2018-03-22,Thursday,wikipedia,0
2018-03-23,Friday,wikipedia,0
2018-03-24,Saturday,wikipedia,0
2018-03-25,Sunday,wikipedia,0
2018-03-26,Monday,wikipedia,0
2018-03-27,Tuesday,wikipedia,0
2018-03-28,Wednesday,wikipedia,0
2018-03-29,Thursday,wikipedia,0
2018-03-30,Friday,wikipedia,0
2018-03-31,Saturday,wikipedia,0
2018-04-01,Sunday,wikipedia,0
2018-04-02,Monday,wikipedia,0
2018-04-03,Tuesday,wikipedia,0
2018-04-04,Wednesday,wikipedia,0
2018-04-05,Thursday,wikipedia,0
2018-04-06,Friday,wikipedia,0
2018-04-07,Saturday,wikipedia,0
2018-04-08,Sunday,wikipedia,0
2018-04-09,Monday,wikipedia,0
2018-04-10,Tuesday,wikipedia,0
2018-04-11,Wednesday,wikipedia,0
2018-04-12,Thursday,wikipedia,0
2018-04-13,Friday,wikipedia,0
2018-04-14,Saturday,wikipedia,0
2018-04-15,Sunday,wikipedia,0
2018-04-16,Monday,wikipedia,0
2018-04-17,Tuesday,wikipedia,0
2018-04-18,Wednesday,wikipedia,0
2018-04-19,Thursday,wikipedia,0
2018-04-20,Friday,wikipedia,0
2018-04-21,Saturday,wikipedia,0
2018-04-22,Sunday,wikipedia,0
2018-04-23,Monday,wikipedia,0
2018-04-24,Tuesday,wikipedia,0
2018-04-25,Wednesday,wikipedia,0
2018-04-26,Thursday,wikipedia,0
2018-04-27,Friday,wikipedia,0
2018-04-28,Saturday,wikipedia,0
2018-04-29,Sunday,wikipedia,0
2018-04-30,Monday,wikipedia,0
2018-05-30,Wednesday,wikipedia,0
2018-05-31,Thursday,wikipedia,0
2018-06-01,Friday,wikipedia,0
2018-06-02,Saturday,wikipedia,0
2018-06-03,Sunday,wikipedia,0
2018-06-04,Monday,wikipedia,0
2018-06-05,Tuesday,wikipedia,0
2018-06-06,Wednesday,wikipedia,0
2018-06-07,Thursday,wikipedia,0
2018-06-08,Friday,wikipedia,0
2018-06-09,Saturday,wikipedia,0
2018-06-10,Sunday,wikipedia,0
2018-06-11,Monday,wikipedia,0
2018-06-12,Tuesday,wikipedia,0
2018-06-13,Wednesday,wikipedia,0
2018-06-14,Thursday,wikipedia,0
2018-06-15,Friday,wikipedia,0
2018-06-16,Saturday,wikipedia,0
2018-06-17,Sunday,wikipedia,0
2018-06-18,Monday,wikipedia,0
2018-06-19,Tuesday,wikipedia,0
2018-06-20,Wednesday,wikipedia,0
2018-06-21,Thursday,wikipedia,0
2018-06-22,Friday,wikipedia,0
2018-06-23,Saturday,wikipedia,0
2018-06-24,Sunday,wikipedia,0
2018-06-25,Monday,wikipedia,0
2018-06-26,Tuesday,wikipedia,0
2018-06-27,Wednesday,wikipedia,0
2018-06-28,Thursday,wikipedia,0
2018-06-29,Friday,wikipedia,0
2018-06-30,Saturday,wikipedia,0
2018-07-01,Sunday,wikipedia,0
2018-07-02,Monday,wikipedia,0
2018-07-03,Tuesday,wikipedia,0
2018-07-04,Wednesday,wikipedia,0
2018-07-05,Thursday,wikipedia,0
2018-07-06,Friday,wikipedia,0
2018-07-07,Saturday,wikipedia,0
2018-07-08,Sunday,wikipedia,0
2018-07-09,Monday,wikipedia,0
2018-07-10,Tuesday,wikipedia,0
2018-07-11,Wednesday,wikipedia,0
2018-07-12,Thursday,wikipedia,0
2018-07-13,Friday,wikipedia,0
2018-07-14,Saturday,wikipedia,0
2018-07-15,Sunday,wikipedia,0
2018-07-16,Monday,wikipedia,0
2018-07-17,Tuesday,wikipedia,0
2018-07-18,Wednesday,wikipedia,0
2018-07-19,Thursday,wikipedia,0
2018-07-20,Friday,wikipedia,0
2018-07-21,Saturday,wikipedia,0
2018-07-22,Sunday,wikipedia,0
2018-07-23,Monday,wikipedia,0
2018-07-24,Tuesday,wikipedia,0
2018-07-25,Wednesday,wikipedia,0
2018-07-26,Thursday,wikipedia,0
2018-07-27,Friday,wikipedia,0
2018-07-28,Saturday,wikipedia,0
2018-07-29,Sunday,wikipedia,0
2018-07-30,Monday,wikipedia,0
2018-07-31,Tuesday,wikipedia,0
2018-08-01,Wednesday,wikipedia,0
2018-08-02,Thursday,wikipedia,0
2018-08-03,Friday,wikipedia,0
2018-08-04,Saturday,wikipedia,0
2018-08-05,Sunday,wikipedia,0
2018-08-06,Monday,wikipedia,0
2018-08-07,Tuesday,wikipedia,0
2018-08-08,Wednesday,wikipedia,0
2018-08-09,Thursday,wikipedia,0
2018-08-10,Friday,wikipedia,0
2018-08-11,Saturday,wikipedia,0
2018-08-12,Sunday,wikipedia,0
2018-08-13,Monday,wikipedia,0
2018-08-14,Tuesday,wikipedia,0
2018-08-15,Wednesday,wikipedia,0
2018-08-16,Thursday,wikipedia,0
2018-08-17,Friday,wikipedia,0
2018-08-18,Saturday,wikipedia,0
2018-08-19,Sunday,wikipedia,0
2018-08-20,Monday,wikipedia,0
2018-08-21,Tuesday,wikipedia,0
2018-08-22,Wednesday,wikipedia,0
2018-08-23,Thursday,wikipedia,0
2018-08-24,Friday,wikipedia,0
2018-08-25,Saturday,wikipedia,0
2018-08-26,Sunday,wikipedia,0
2018-08-27,Monday,wikipedia,0
2018-08-28,Tuesday,wikipedia,0
2018-08-29,Wednesday,wikipedia,0
2018-08-30,Thursday,wikipedia,0
2018-08-31,Friday,wikipedia,0
2018-09-01,Saturday,wikipedia,0
2018-09-02,Sunday,wikipedia,0
2018-09-03,Monday,wikipedia,0
2018-09-04,Tuesday,wikipedia,0
2018-09-05,Wednesday,wikipedia,0
2018-09-06,Thursday,wikipedia,0
2018-09-07,Friday,wikipedia,0
2018-09-08,Saturday,wikipedia,0
2018-09-09,Sunday,wikipedia,0
2018-09-10,Monday,wikipedia,0
2018-09-11,Tuesday,wikipedia,0
2018-09-12,Wednesday,wikipedia,0
2018-09-13,Thursday,wikipedia,0
2018-09-14,Friday,wikipedia,0
2018-09-15,Saturday,wikipedia,0
2018-09-16,Sunday,wikipedia,0
2018-09-17,Monday,wikipedia,0
2018-09-18,Tuesday,wikipedia,0
2018-09-19,Wednesday,wikipedia,0
2018-09-20,Thursday,wikipedia,0
2018-09-21,Friday,wikipedia,0
2018-09-22,Saturday,wikipedia,0
2018-09-23,Sunday,wikipedia,0
2018-09-24,Monday,wikipedia,0
2018-09-25,Tuesday,wikipedia,0
2018-09-26,Wednesday,wikipedia,0
2018-09-27,Thursday,wikipedia,0
2018-09-28,Friday,wikipedia,0
2018-09-29,Saturday,wikipedia,0
2018-09-30,Sunday,wikipedia,0
2018-10-01,Monday,wikipedia,0
2018-10-02,Tuesday,wikipedia,0
2018-10-03,Wednesday,wikipedia,0
2018-10-04,Thursday,wikipedia,0
2018-10-05,Friday,wikipedia,0
2018-10-06,Saturday,wikipedia,0
2018-10-07,Sunday,wikipedia,0
2018-10-08,Monday,wikipedia,0
2018-10-09,Tuesday,wikipedia,0
2018-10-10,Wednesday,wikipedia,0
2018-10-11,Thursday,wikipedia,0
2018-10-12,Friday,wikipedia,0
2018-10-13,Saturday,wikipedia,0
2018-10-14,Sunday,wikipedia,0
2018-10-15,Monday,wikipedia,0
2018-10-16,Tuesday,wikipedia,0
2018-10-17,Wednesday,wikipedia,0
2018-10-18,Thursday,wikipedia,0
2018-10-19,Friday,wikipedia,0
2018-10-20,Saturday,wikipedia,0
2018-10-21,Sunday,wikipedia,0
2018-10-22,Monday,wikipedia,0
2018-10-23,Tuesday,wikipedia,0
2018-10-24,Wednesday,wikipedia,0
2018-10-25,Thursday,wikipedia,0
2018-10-26,Friday,wikipedia,0
2018-10-27,Saturday,wikipedia,0
2018-10-28,Sunday,wikipedia,0
2018-10-29,Monday,wikipedia,0
2018-10-30,Tuesday,wikipedia,0
2018-10-31,Wednesday,wikipedia,0
2018-11-01,Thursday,wikipedia,0
2018-11-02,Friday,wikipedia,0
2018-11-03,Saturday,wikipedia,0
2018-11-04,Sunday,wikipedia,0
2018-11-05,Monday,wikipedia,0
2018-11-06,Tuesday,wikipedia,0
2018-11-07,Wednesday,wikipedia,0
2018-11-08,Thursday,wikipedia,0
2018-11-09,Friday,wikipedia,0
2018-11-10,Saturday,wikipedia,0
2018-11-11,Sunday,wikipedia,0
2018-11-12,Monday,wikipedia,0
2018-11-13,Tuesday,wikipedia,0
2018-11-14,Wednesday,wikipedia,0
2018-11-15,Thursday,wikipedia,0
2018-11-16,Friday,wikipedia,0
2018-11-17,Saturday,wikipedia,0
2018-11-18,Sunday,wikipedia,0
2018-11-19,Monday,wikipedia,0
2018-11-20,Tuesday,wikipedia,0
2018-11-21,Wednesday,wikipedia,0
2018-11-22,Thursday,wikipedia,0
2018-11-23,Friday,wikipedia,0
2018-11-24,Saturday,wikipedia,0
2018-11-25,Sunday,wikipedia,0
2018-11-26,Monday,wikipedia,0
2018-11-27,Tuesday,wikipedia,0
2018-11-28,Wednesday,wikipedia,0
2018-11-29,Thursday,wikipedia,0
2018-11-30,Friday,wikipedia,0
2018-12-01,Saturday,wikipedia,0
2018-12-02,Sunday,wikipedia,0
2018-12-03,Monday,wikipedia,0
2018-12-04,Tuesday,wikipedia,0
2018-12-05,Wednesday,wikipedia,0
2018-12-06,Thursday,wikipedia,0
2018-12-07,Friday,wikipedia,0
2018-12-08,Saturday,wikipedia,0
2018-12-09,Sunday,wikipedia,0
2018-12-10,Monday,wikipedia,0
2018-12-11,Tuesday,wikipedia,0
2018-12-12,Wednesday,wikipedia,0
2018-12-13,Thursday,wikipedia,0
2018-12-14,Friday,wikipedia,0
2018-12-15,Saturday,wikipedia,0
2018-12-16,Sunday,wikipedia,0
2018-12-17,Monday,wikipedia,0
2018-12-18,Tuesday,wikipedia,0
2018-12-19,Wednesday,wikipedia,0
2018-12-20,Thursday,wikipedia,0
2018-12-21,Friday,wikipedia,0
2018-12-22,Saturday,wikipedia,0
2018-12-23,Sunday,wikipedia,0
2018-12-24,Monday,wikipedia,0
2018-12-25,Tuesday,wikipedia,0
2018-12-26,Wednesday,wikipedia,0
2018-12-27,Thursday,wikipedia,0
2018-12-28,Friday,wikipedia,0
2018-12-29,Saturday,wikipedia,0
2018-12-30,Sunday,wikipedia,0
2018-12-31,Monday,wikipedia,1
2019-01-01,Tuesday,wikipedia,0
2019-01-02,Wednesday,wikipedia,0
2019-01-03,Thursday,wikipedia,0
2019-01-04,Friday,wikipedia,0
2019-01-05,Saturday,wikipedia,0
2019-01-06,Sunday,wikipedia,0
2019-01-07,Monday,wikipedia,0
2019-01-08,Tuesday,wikipedia,0
2019-01-09,Wednesday,wikipedia,0
2019-01-10,Thursday,wikipedia,0
2019-01-11,Friday,wikipedia,0
2019-01-12,Saturday,wikipedia,0
2019-01-13,Sunday,wikipedia,0
2019-01-14,Monday,wikipedia,0
2019-01-15,Tuesday,wikipedia,0
2019-01-16,Wednesday,wikipedia,0
2019-01-17,Thursday,wikipedia,0
2019-01-18,Friday,wikipedia,0
2019-01-19,Saturday,wikipedia,0
2019-01-20,Sunday,wikipedia,0
2019-01-21,Monday,wikipedia,0
2019-01-22,Tuesday,wikipedia,0
2019-01-23,Wednesday,wikipedia,0
2019-01-24,Thursday,wikipedia,0
2019-01-25,Friday,wikipedia,0
