Datetime,0
1995-07-01 00:00:00,3565
1995-07-01 01:00:00,3004
1995-07-01 02:00:00,2268
1995-07-01 03:00:00,1734
1995-07-01 04:00:00,1482
1995-07-01 05:00:00,1343
1995-07-01 06:00:00,1528
1995-07-01 07:00:00,1557
1995-07-01 08:00:00,1927
1995-07-01 09:00:00,2096
1995-07-01 10:00:00,3046
1995-07-01 11:00:00,3428
1995-07-01 12:00:00,2769
1995-07-01 13:00:00,3086
1995-07-01 14:00:00,3133
1995-07-01 15:00:00,3272
1995-07-01 16:00:00,3191
1995-07-01 17:00:00,3671
1995-07-01 18:00:00,3192
1995-07-01 19:00:00,2831
1995-07-01 20:00:00,2958
1995-07-01 21:00:00,3502
1995-07-01 22:00:00,3278
1995-07-01 23:00:00,2853
1995-07-02 00:00:00,2858
1995-07-02 01:00:00,2570
1995-07-02 02:00:00,2056
1995-07-02 03:00:00,1505
1995-07-02 04:00:00,1286
1995-07-02 05:00:00,1291
1995-07-02 06:00:00,1293
1995-07-02 07:00:00,1229
1995-07-02 08:00:00,1432
1995-07-02 09:00:00,1895
1995-07-02 10:00:00,2124
1995-07-02 11:00:00,2450
1995-07-02 12:00:00,3106
1995-07-02 13:00:00,2915
1995-07-02 14:00:00,3063
1995-07-02 15:00:00,2738
1995-07-02 16:00:00,3155
1995-07-02 17:00:00,3537
1995-07-02 18:00:00,3186
1995-07-02 19:00:00,2790
1995-07-02 20:00:00,2961
1995-07-02 21:00:00,3381
1995-07-02 22:00:00,3730
1995-07-02 23:00:00,3714
1995-07-03 00:00:00,3016
1995-07-03 01:00:00,2395
1995-07-03 02:00:00,2205
1995-07-03 03:00:00,2041
1995-07-03 04:00:00,1539
1995-07-03 05:00:00,1750
1995-07-03 06:00:00,1703
1995-07-03 07:00:00,2862
1995-07-03 08:00:00,3672
1995-07-03 09:00:00,4810
1995-07-03 10:00:00,4529
1995-07-03 11:00:00,4791
1995-07-03 12:00:00,5535
1995-07-03 13:00:00,6020
1995-07-03 14:00:00,5515
1995-07-03 15:00:00,5610
1995-07-03 16:00:00,5388
1995-07-03 17:00:00,4545
1995-07-03 18:00:00,3444
1995-07-03 19:00:00,3712
1995-07-03 20:00:00,3760
1995-07-03 21:00:00,3832
1995-07-03 22:00:00,3197
1995-07-03 23:00:00,3713
1995-07-04 00:00:00,3143
1995-07-04 01:00:00,2821
1995-07-04 02:00:00,2530
1995-07-04 03:00:00,1993
1995-07-04 04:00:00,1743
1995-07-04 05:00:00,1733
1995-07-04 06:00:00,1709
1995-07-04 07:00:00,2172
1995-07-04 08:00:00,3006
1995-07-04 09:00:00,3059
1995-07-04 10:00:00,3583
1995-07-04 11:00:00,3584
1995-07-04 12:00:00,3402
1995-07-04 13:00:00,3550
1995-07-04 14:00:00,3278
1995-07-04 15:00:00,4174
1995-07-04 16:00:00,3579
1995-07-04 17:00:00,3693
1995-07-04 18:00:00,2912
1995-07-04 19:00:00,2955
1995-07-04 20:00:00,2683
1995-07-04 21:00:00,2671
1995-07-04 22:00:00,2941
1995-07-04 23:00:00,3538
1995-07-05 00:00:00,2505
1995-07-05 01:00:00,2032
1995-07-05 02:00:00,1933
1995-07-05 03:00:00,1998
1995-07-05 04:00:00,1479
1995-07-05 05:00:00,1634
1995-07-05 06:00:00,1821
1995-07-05 07:00:00,2996
1995-07-05 08:00:00,3824
1995-07-05 09:00:00,4456
1995-07-05 10:00:00,4974
1995-07-05 11:00:00,6175
1995-07-05 12:00:00,6165
1995-07-05 13:00:00,5115
1995-07-05 14:00:00,8034
1995-07-05 15:00:00,6757
1995-07-05 16:00:00,7211
1995-07-05 17:00:00,4726
1995-07-05 18:00:00,4243
1995-07-05 19:00:00,3988
1995-07-05 20:00:00,3134
1995-07-05 21:00:00,3137
1995-07-05 22:00:00,3206
1995-07-05 23:00:00,3032
1995-07-06 00:00:00,2658
1995-07-06 01:00:00,1948
1995-07-06 02:00:00,1805
1995-07-06 03:00:00,1539
1995-07-06 04:00:00,1429
1995-07-06 05:00:00,1652
1995-07-06 06:00:00,1830
1995-07-06 07:00:00,2755
1995-07-06 08:00:00,4200
1995-07-06 09:00:00,5011
1995-07-06 10:00:00,5815
1995-07-06 11:00:00,6422
1995-07-06 12:00:00,6405
1995-07-06 13:00:00,6926
1995-07-06 14:00:00,6924
1995-07-06 15:00:00,7061
1995-07-06 16:00:00,6678
1995-07-06 17:00:00,5479
1995-07-06 18:00:00,4787
1995-07-06 19:00:00,4227
1995-07-06 20:00:00,4060
1995-07-06 21:00:00,3480
1995-07-06 22:00:00,3961
1995-07-06 23:00:00,3908
1995-07-07 00:00:00,2691
1995-07-07 01:00:00,2639
1995-07-07 02:00:00,2189
1995-07-07 03:00:00,1590
1995-07-07 04:00:00,1361
1995-07-07 05:00:00,959
1995-07-07 06:00:00,1168
1995-07-07 07:00:00,2320
1995-07-07 08:00:00,4843
1995-07-07 09:00:00,5406
1995-07-07 10:00:00,5944
1995-07-07 11:00:00,6536
1995-07-07 12:00:00,6784
1995-07-07 13:00:00,5962
1995-07-07 14:00:00,4714
1995-07-07 15:00:00,5752
1995-07-07 16:00:00,5449
1995-07-07 17:00:00,4999
1995-07-07 18:00:00,3333
1995-07-07 19:00:00,2554
1995-07-07 20:00:00,2680
1995-07-07 21:00:00,2450
1995-07-07 22:00:00,2463
1995-07-07 23:00:00,2447
1995-07-08 00:00:00,2386
1995-07-08 01:00:00,1707
1995-07-08 02:00:00,1279
1995-07-08 03:00:00,877
1995-07-08 04:00:00,648
1995-07-08 05:00:00,866
1995-07-08 06:00:00,794
1995-07-08 07:00:00,895
1995-07-08 08:00:00,1010
1995-07-08 09:00:00,1276
1995-07-08 10:00:00,1869
1995-07-08 11:00:00,1558
1995-07-08 12:00:00,1714
1995-07-08 13:00:00,1914
1995-07-08 14:00:00,2387
1995-07-08 15:00:00,1985
1995-07-08 16:00:00,2346
1995-07-08 17:00:00,2326
1995-07-08 18:00:00,1789
1995-07-08 19:00:00,1783
1995-07-08 20:00:00,1669
1995-07-08 21:00:00,1875
1995-07-08 22:00:00,1901
1995-07-08 23:00:00,2013
1995-07-09 00:00:00,1597
1995-07-09 01:00:00,1515
1995-07-09 02:00:00,1234
1995-07-09 03:00:00,1007
1995-07-09 04:00:00,770
1995-07-09 05:00:00,397
1995-07-09 06:00:00,442
1995-07-09 07:00:00,484
1995-07-09 08:00:00,708
1995-07-09 09:00:00,1068
1995-07-09 10:00:00,1272
1995-07-09 11:00:00,1936
1995-07-09 12:00:00,1838
1995-07-09 13:00:00,1636
1995-07-09 14:00:00,2042
1995-07-09 15:00:00,1759
1995-07-09 16:00:00,2225
1995-07-09 17:00:00,1838
1995-07-09 18:00:00,1730
1995-07-09 19:00:00,1682
1995-07-09 20:00:00,2309
1995-07-09 21:00:00,2161
1995-07-09 22:00:00,1854
1995-07-09 23:00:00,1768
1995-07-10 00:00:00,1841
1995-07-10 01:00:00,1522
1995-07-10 02:00:00,1298
1995-07-10 03:00:00,906
1995-07-10 04:00:00,785
1995-07-10 05:00:00,773
1995-07-10 06:00:00,1223
1995-07-10 07:00:00,1533
1995-07-10 08:00:00,2908
1995-07-10 09:00:00,3802
1995-07-10 10:00:00,4221
1995-07-10 11:00:00,4914
1995-07-10 12:00:00,5033
1995-07-10 13:00:00,4466
1995-07-10 14:00:00,5102
1995-07-10 15:00:00,5314
1995-07-10 16:00:00,5138
1995-07-10 17:00:00,4541
1995-07-10 18:00:00,3464
1995-07-10 19:00:00,3226
1995-07-10 20:00:00,2806
1995-07-10 21:00:00,2728
1995-07-10 22:00:00,2820
1995-07-10 23:00:00,2496
1995-07-11 00:00:00,1968
1995-07-11 01:00:00,1536
1995-07-11 02:00:00,1235
1995-07-11 03:00:00,1286
1995-07-11 04:00:00,1107
1995-07-11 05:00:00,1113
1995-07-11 06:00:00,1290
1995-07-11 07:00:00,2569
1995-07-11 08:00:00,3610
1995-07-11 09:00:00,3581
1995-07-11 10:00:00,4468
1995-07-11 11:00:00,4745
1995-07-11 12:00:00,5504
1995-07-11 13:00:00,5325
1995-07-11 14:00:00,6061
1995-07-11 15:00:00,5606
1995-07-11 16:00:00,5546
1995-07-11 17:00:00,4484
1995-07-11 18:00:00,3922
1995-07-11 19:00:00,3618
1995-07-11 20:00:00,3280
1995-07-11 21:00:00,2796
1995-07-11 22:00:00,2867
1995-07-11 23:00:00,2890
1995-07-12 00:00:00,2330
1995-07-12 01:00:00,1977
1995-07-12 02:00:00,2037
1995-07-12 03:00:00,1458
1995-07-12 04:00:00,1478
1995-07-12 05:00:00,1437
1995-07-12 06:00:00,1831
1995-07-12 07:00:00,2412
1995-07-12 08:00:00,3916
1995-07-12 09:00:00,4774
1995-07-12 10:00:00,5244
1995-07-12 11:00:00,6021
1995-07-12 12:00:00,5969
1995-07-12 13:00:00,6456
1995-07-12 14:00:00,6293
1995-07-12 15:00:00,5555
1995-07-12 16:00:00,4999
1995-07-12 17:00:00,4711
1995-07-12 18:00:00,4370
1995-07-12 19:00:00,3582
